time (ms),x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
11198469,7.49,1.24,-6.06,509
11199502,7.45,1.24,-6.02,509
11200529,7.45,1.20,-6.06,509
11201556,7.45,1.24,-6.06,509
11202583,7.45,1.24,-6.06,509
11203610,7.42,1.24,-6.06,509
11204637,7.49,1.20,-6.02,509
11205664,7.45,1.09,-5.90,509
11206691,7.42,1.24,-6.02,509
11207718,7.45,1.20,-6.06,509
11208747,7.45,1.20,-6.02,509
11209774,7.45,1.24,-6.06,509
11210801,7.45,1.24,-6.06,509
11211828,7.45,1.17,-6.06,509
11212855,7.42,1.28,-6.10,509
11213882,-3.05,0.53,-10.00,509
11214921,-2.45,-1.95,-6.83,509
11215948,1.44,-1.73,-7.99,509
11216982,0.20,2.71,-6.44,509
11218009,1.77,-0.34,-9.66,509
11219036,1.55,0.15,-8.84,509
11220063,0.65,3.50,-9.66,509
11221090,0.02,2.18,-11.75,509
11222117,-0.13,-2.59,-8.73,509
11223144,0.91,0.49,-10.12,509
11224171,1.14,0.00,-9.69,509
11225198,2.67,1.84,-9.46,509
11226225,0.62,-3.72,-10.00,509
11227252,0.99,1.43,-12.67,509
11228279,1.10,0.64,-9.31,509
11229307,0.54,0.68,-9.23,509
11230334,1.96,2.37,-10.86,509
11231362,0.50,2.26,-9.93,509
11232389,2.30,2.52,-9.81,509
11233416,-0.09,4.89,-9.39,509
11234449,2.41,6.69,-12.02,509
11235476,0.39,1.09,-8.77,509
11236503,1.25,2.22,-7.72,509
11237530,-1.44,-6.08,-11.40,509
11238573,0.32,6.24,-6.25,509
11239600,0.69,4.13,-10.86,509
11240627,4.91,1.05,-9.69,509
11241665,3.72,1.65,-13.02,509
11242692,-0.21,-0.26,-7.22,509
11243720,2.15,4.70,-11.09,509
11244747,2.97,5.75,-13.56,509
11245774,2.63,4.36,-7.64,509
11246801,1.40,5.26,-15.54,509
11247828,-0.09,-0.86,-8.07,509
11248868,0.20,2.26,-11.36,509
11249895,1.44,-1.69,-5.98,509
11250928,1.06,6.84,-10.04,509
11251955,4.28,-2.63,-13.06,509
11252982,0.02,-3.00,-5.40,509
11254009,2.07,-4.73,-9.00,509
11255036,0.91,-2.59,-12.29,509
11256064,0.58,-3.08,-6.60,509
11257091,3.49,2.48,-8.07,509
11258118,1.92,-4.06,-4.16,509
11259145,2.03,5.30,-9.66,509
11260172,0.32,1.92,-10.89,509
11261200,2.82,0.04,-7.22,509
11262227,1.62,-0.71,-10.51,509
11263254,-0.92,25.02,-12.95,509
11264281,2.67,-8.86,-19.60,509
11265308,2.78,-0.56,-9.27,509
11266335,1.89,0.08,-8.61,509
11267362,-3.57,5.41,-8.22,509
11268396,-2.45,-8.90,-13.56,509
11269423,-0.39,-2.40,-10.51,509
11270450,-0.95,1.92,-10.35,509
11271477,-2.56,-1.01,-8.46,509
11272505,-0.88,-2.93,-9.35,509
11273532,0.69,-2.10,-10.31,509
11274559,2.41,-4.81,-8.15,509
11275586,-0.73,0.38,-9.23,509
11276613,-2.60,2.44,-10.82,509
11277640,-0.32,-0.49,-10.86,509
11278667,0.28,-2.18,-10.28,509
11279694,-0.28,-0.94,-9.69,509
11280721,-1.63,-1.76,-7.41,509
11281748,-1.44,-4.17,-10.82,509
11282777,2.60,0.49,-11.44,509
11283804,0.95,2.71,-12.87,509
11284837,3.57,0.08,-9.54,509
11285864,1.29,-1.35,-12.83,509
11286891,3.12,0.23,-10.20,509
11287930,1.14,-1.13,-10.12,509
11288957,0.99,-1.80,-9.81,509
11289985,1.21,0.90,-6.79,509
11291012,-0.06,-1.99,-6.60,509
11292039,1.51,0.34,-6.06,509
11293066,1.44,-3.15,-10.28,509
11294093,0.50,1.73,-10.55,509
11295120,0.05,1.65,-9.19,509
11296147,0.50,1.17,-9.58,509
11297174,0.02,1.28,-9.39,509
11298201,0.02,-0.37,-10.04,509
11299228,1.55,4.70,-11.24,509
11300255,3.31,-0.71,-9.89,509
11301289,2.97,-1.39,-8.80,509
11302316,2.33,-1.84,-11.86,509
11303344,0.47,0.34,-10.00,509
11304371,0.62,-2.74,-9.08,509
11305398,1.18,0.45,-10.39,509
11306425,3.19,-5.71,-8.30,509
11307452,0.05,0.60,-5.90,509
11308479,1.62,-2.63,-8.80,509
11309506,-0.58,-1.69,-10.35,509
11310533,-0.28,-0.64,-10.74,509
11311560,1.10,-0.49,-10.31,509
11312587,-0.95,0.30,-8.26,509
11313615,1.03,-2.18,-9.66,509
11314642,-1.29,-1.31,-10.31,509
11315685,1.96,-0.11,-9.89,509
11316712,0.91,-0.26,-10.82,509
11317739,0.58,-0.82,-9.08,509
11318784,0.62,-1.80,-9.69,509
11319811,-0.39,0.15,-9.77,509
11320838,0.20,-0.98,-9.85,509
11321865,0.35,0.38,-10.16,509
11322892,-0.36,-0.82,-9.19,509
11323919,0.09,-0.45,-9.73,509
11324946,0.24,-0.26,-9.69,509
11325973,0.13,-0.11,-9.66,509
11327000,0.73,-0.71,-9.69,509
11328027,1.14,-0.45,-9.46,509
11329054,-0.54,0.98,-9.69,509
11330081,-1.29,-2.55,-8.92,509
11331109,0.88,-1.76,-9.69,509
11332136,-0.95,-9.69,1.41,509
11333175,0.09,1.02,0.33,509
11334202,-2.82,-5.52,0.64,509
11335247,-8.84,-0.04,-3.70,509
11336274,-7.12,1.62,-6.68,509
11337302,-6.04,0.90,-6.95,509
11338329,-7.79,-2.63,-5.09,509
11339356,-8.61,-3.45,-3.08,509
11340383,-0.36,0.83,-4.70,509
11341410,-10.11,7.55,-3.70,509
11342437,-10.59,1.92,-3.12,509
11343464,-9.51,0.68,-3.04,509
11344492,-9.51,0.45,-2.57,509
11345519,-9.51,0.38,-2.65,509
11346546,-9.40,0.11,-2.88,509
11347573,-9.32,0.08,-3.12,509
11348600,-9.36,0.11,-3.04,509
11349627,-9.40,0.08,-3.08,509
11350654,-9.44,0.15,-2.92,509
11351682,-9.62,1.13,-2.23,509
11352708,-9.47,0.87,-2.73,509
11353735,-1.96,-5.15,2.73,509
11354762,-5.51,-2.29,8.03,509
11355789,-5.85,-3.76,6.98,509
11356816,-9.36,-0.04,2.61,509
11357843,-9.88,0.26,-0.06,509
11358870,-9.62,0.34,-0.60,509
11359909,-9.88,0.64,1.03,509
11360936,-9.81,0.60,0.75,509
11361964,-9.88,0.56,0.60,509
11362991,-6.63,0.75,-4.78,509
11364018,-12.31,-1.16,-14.92,509
11365046,4.95,4.77,-6.99,509
11366073,-5.77,1.99,-9.81,509
11367100,-2.90,3.31,-6.06,509
11368127,-2.15,3.19,-9.85,509
11369160,-4.69,4.51,-9.08,509
11370187,-5.44,3.53,-7.30,509
11371214,-6.41,2.59,-6.44,509
11372241,-5.59,3.42,-7.41,509
11373268,-3.46,0.87,-7.14,509
11374296,-7.98,4.06,-4.24,509
11375323,-8.02,3.83,-4.01,509
11376350,-8.46,4.66,-4.16,509
11377377,-8.02,4.02,-3.97,509
11378404,-9.66,2.97,-2.61,509
11379431,-1.55,-2.25,1.84,509
11380458,-3.27,-5.90,7.95,509
11381485,-4.39,1.77,11.32,509
11382512,2.74,2.74,-10.00,509
11383539,-8.24,-9.39,4.59,509
11384566,-3.05,-9.50,2.07,509
11385594,2.74,-9.54,-2.65,509
11386628,-4.77,-9.09,-3.70,509
11387655,-7.42,-2.74,-7.37,509
11388682,-7.04,-2.06,-6.29,509
11389709,-8.69,-3.45,-3.58,510
11390736,2.41,-10.07,6.02,509
11391763,4.91,-8.34,3.31,509
11392805,6.11,-5.71,5.51,509
11393832,5.02,-5.82,7.57,509
11394860,1.40,-1.99,9.50,509
11395899,1.96,-3.57,9.15,509
11396926,2.22,-6.87,6.40,509
11397952,4.43,-7.10,5.32,509
11398980,2.22,-7.29,5.55,509
11400007,1.44,-7.06,8.77,509
11401034,3.08,-7.32,5.28,509
11402061,3.68,-6.91,6.83,509
11403095,1.44,-5.48,7.68,509
11404122,2.89,-5.93,5.86,509
11405149,1.77,-5.60,8.26,509
11406176,2.26,-6.08,7.80,509
11407203,1.18,-5.82,10.08,509
11408230,0.69,-8.41,6.64,509
11409257,0.76,-7.17,7.26,509
11410284,1.47,-6.65,7.41,509
11411311,-6.04,8.23,14.34,509
11412338,-2.60,7.06,5.13,509
11413365,-2.71,6.01,9.35,509
11414392,-2.71,6.46,9.07,509
11415419,0.28,-5.07,1.68,510
11416446,8.39,-6.23,3.15,509
11417474,-6.45,-7.17,9.07,509
11418513,-8.76,-4.21,9.73,509
11419540,-3.53,2.11,13.45,509
11420573,-1.29,-2.48,10.20,509
11421600,-1.85,-1.99,10.55,509
11422627,-4.35,-0.86,13.68,509
11423654,-0.77,-3.60,4.86,509
11424681,-1.29,1.20,11.32,509
11425709,-0.80,-3.72,9.50,509
11426736,0.24,-2.93,8.65,509
11427763,-0.09,-0.52,10.16,509
11428790,-0.09,-0.49,9.89,509
11429817,-0.09,-0.45,9.85,509
11430844,-0.17,-0.49,9.81,509
11431871,-0.09,-0.45,9.85,509
11432898,-0.13,-0.41,9.93,509
11433937,-0.21,-0.45,9.81,509
11434964,-0.13,-0.45,9.93,509
11435992,-0.17,-0.41,9.93,509
11437019,-0.17,-0.41,9.89,509
11438052,-0.13,-0.45,9.89,509
11439079,-0.09,-0.49,9.85,509
11440106,-0.13,-0.41,9.93,509
11441133,-0.09,-0.49,9.96,509
11442160,-0.13,-0.41,9.85,509
11443187,-0.24,-0.37,9.66,509
11444214,-0.17,-0.45,9.89,509
11445241,-0.13,-0.37,9.89,509
11446268,-0.17,-0.37,9.93,509
11447296,-0.17,-0.45,9.85,509
11448323,-0.24,-0.41,9.81,509
11449350,-0.09,-0.56,9.66,509
11450377,-0.21,-0.45,9.93,509
11451404,-0.21,-0.52,9.85,509
11452431,-0.24,-0.49,9.85,509
11453458,-0.17,-0.45,9.89,509
11454491,-0.17,-0.52,9.85,509
11455518,-0.09,-0.45,9.85,509
11456545,-0.17,-0.45,9.89,509
11457572,-0.09,-0.41,9.85,509
11458599,-0.09,-0.45,9.93,509
11459627,-0.13,-0.45,9.93,509
11460654,-0.17,-0.45,9.81,509
11461681,-0.21,-0.45,9.93,509
11462708,-0.24,-0.45,9.93,509
11463735,0.02,-0.45,9.89,509
11464763,-1.22,-5.67,6.44,509
11465790,1.10,-7.25,8.03,509
11466817,1.96,-7.32,4.55,509
11467844,2.18,-5.63,7.29,509
11468871,-1.10,-11.94,11.01,509
11469914,-0.54,-8.98,9.85,509
11470941,2.71,-10.70,6.21,509
11471985,0.09,-2.33,3.89,510
11473012,-12.43,-0.41,4.12,509
11474039,-6.82,-8.98,4.78,509
11475066,-1.66,-6.54,6.79,509
11476093,-3.31,-5.07,6.33,509
11477121,0.73,-4.81,7.10,509
11478148,9.58,-2.29,8.61,509
11479175,-3.27,0.75,9.00,509
11480202,-0.36,0.94,10.78,509
11481229,1.66,0.64,9.69,509
11482256,1.55,-0.79,8.49,509
11483283,-1.33,1.28,11.47,509
11484310,0.84,2.11,9.27,509
11485337,-0.69,0.60,9.93,509
11486364,0.76,-1.05,11.28,509
11487391,0.84,-0.94,9.23,509
11488418,0.84,1.02,10.82,509
11489452,0.39,1.13,10.08,509
11490479,1.21,3.08,11.51,509
11491506,-0.39,0.72,11.47,509
11492533,0.62,1.13,9.38,509
11493560,2.97,0.38,10.47,509
11494587,3.57,0.04,8.84,509
11495614,-1.10,0.90,8.77,509
11496641,0.91,1.35,8.96,509
11497668,1.59,-0.07,12.05,509
11498695,1.66,0.53,13.22,509
11499722,-2.90,-1.01,9.07,509
11500749,-2.56,-1.35,11.16,509
11501776,-1.44,-5.48,5.79,509
11502815,-2.86,-0.90,9.69,510
11503842,-7.57,-9.47,9.27,509
11504869,0.62,-8.83,5.79,509
11505903,0.32,-6.42,6.06,509
11506941,0.20,-8.90,3.19,509
11507969,0.13,-9.09,4.16,509
11508996,3.31,-8.90,4.28,509
11510023,5.85,-10.22,7.41,509
11511050,-2.86,-2.63,8.92,509
11512077,-2.04,-1.58,7.91,509
11513104,-2.11,-1.39,7.84,509
11514131,-2.22,-2.74,8.96,509
11515158,-2.45,-2.10,9.81,509
11516185,-2.04,-2.37,9.27,509
11517212,-0.58,-3.00,8.18,509
11518239,-1.66,-2.37,9.96,509
11519266,-4.58,-1.69,9.54,509
11520293,-4.39,-2.33,9.85,509
11521320,-2.90,-1.46,8.88,509
11522348,-4.17,-0.56,8.84,509
11523380,-2.22,0.60,7.95,509
11524407,-3.64,-8.30,11.86,509
11525434,-4.58,-5.63,7.26,509
11526461,0.65,-1.39,5.90,509
11527488,14.33,-11.83,13.29,509
11528515,-2.30,-1.69,10.04,509
11529542,-10.22,-7.81,8.53,509
11530569,-6.71,-1.84,7.29,509
11531596,-3.72,-5.30,5.17,509
11532623,-5.18,-7.25,6.68,509
11533650,-6.19,-3.98,8.15,510
11534678,-8.54,-3.08,5.40,509
11535705,-5.77,-1.31,5.51,509
11536732,-3.61,0.11,5.79,509
11537759,-3.83,-3.87,5.01,509
11538786,-1.44,-4.62,10.20,509
11539813,-1.63,-6.54,9.50,509
11540845,-1.33,-6.01,7.14,509
11541871,-2.86,-6.69,5.79,509
11542898,-2.26,-5.07,8.30,509
11543925,-0.13,-4.17,8.73,509
11544953,-2.15,-5.90,9.77,509
11545980,-1.29,-6.38,3.85,509
11547039,-1.03,-4.88,10.55,509
11548066,-2.71,-6.57,8.49,509
11549093,-3.05,-6.12,7.06,509
11550132,-2.22,-6.01,6.83,509
11551159,-0.54,-6.46,8.65,509
11552186,-3.31,-5.78,10.66,509
11553213,-0.62,-5.07,9.35,509
11554240,-1.59,-6.69,7.26,509
11555267,-3.20,-5.52,8.15,509
11556294,-2.97,-6.84,8.88,509
11557327,-3.46,-3.98,4.70,510
11558354,-3.27,-4.58,8.61,509
11559382,-4.99,-6.01,7.37,509
11560410,-3.53,-4.36,8.26,509
11561437,-6.97,-5.26,9.19,509
11562464,3.34,2.63,11.47,509
11563491,-1.85,0.64,9.35,509
11564518,-0.92,-3.27,7.53,509
11565546,0.73,-4.36,9.23,509
11566573,-1.14,-3.23,9.93,509
11567600,-1.14,-5.78,9.58,509
11568627,-0.13,-2.78,8.96,509
11569654,-0.77,-2.78,7.88,509
11570681,-2.37,-3.04,8.69,509
11571709,-1.29,-2.06,9.35,509
11572737,-0.62,-0.45,9.73,509
11573764,-4.65,-2.55,9.07,509
11574797,-2.41,-3.87,8.38,509
11575824,-2.30,-4.24,8.46,509
11576851,-2.15,-4.28,8.57,509
11577879,-0.92,-2.97,9.27,509
11578906,-1.44,-3.49,9.23,509
11579933,-2.22,-4.02,8.73,509
11580960,-2.11,-4.28,8.73,509
11582000,-2.11,-4.17,8.69,509
11583027,-2.11,-4.21,8.69,509
11584054,-2.26,-4.43,8.61,509
11585082,-1.89,-4.21,8.49,509
11586109,-2.00,-4.17,8.80,510
11587148,-1.96,-4.21,8.84,509
11588175,-3.27,-5.30,8.80,509
11589202,-2.45,-5.03,8.92,509
11590230,-2.00,-4.96,8.49,509
11591263,-1.85,-5.07,8.49,509
11592290,-1.81,-4.96,8.46,509
11593317,-2.00,-4.77,8.22,509
11594344,-1.89,-4.99,8.69,509
11595372,-2.04,-4.77,8.61,509
11596399,-1.48,-4.92,8.42,509
11597426,-1.70,-4.92,8.57,509
11598453,-1.63,-5.03,8.73,509
11599480,-1.48,-4.73,8.34,509
11600507,-1.48,-4.92,8.61,509
11601534,-1.59,-4.77,8.22,510
11602563,-1.51,-5.03,8.42,509
11603590,-1.59,-4.84,8.53,509
11604617,-1.44,-4.77,8.73,509
11605644,-1.48,-4.77,8.65,509
11606671,-1.29,-4.66,8.61,509
11607698,-1.48,-4.77,8.77,509
11608731,-3.23,-3.68,7.99,509
11609758,-1.55,-3.76,9.07,509
11610785,-3.31,-4.13,8.34,509
11611813,-3.05,-4.54,8.07,509
11612840,-3.23,-4.58,7.76,509
11613868,-2.26,-4.88,8.61,509
11614895,-2.41,-4.69,8.15,509
11615922,-2.86,-5.22,7.95,509
11616949,-2.67,-5.03,7.99,509
11617977,-2.45,-4.84,8.30,509
11619004,-2.37,-4.84,7.95,509
11620031,-2.41,-4.96,8.03,509
11621058,-2.82,-4.69,8.42,509
11622085,-2.37,-4.88,8.38,509
11623113,-2.41,-4.39,8.26,509
11624156,-2.49,-5.18,8.22,509
11625189,-1.96,-5.15,8.15,509
11626227,-1.81,-4.77,8.53,509
11627255,-1.66,-4.84,8.61,509
11628282,-1.93,-4.69,8.26,509
11629309,-2.64,-4.88,7.95,509
11630337,-2.52,-4.51,8.73,509
11631364,-2.86,-3.64,8.73,509
11632391,-2.49,-3.57,8.65,509
11633418,-2.41,-4.02,8.73,509
11634445,-2.67,-4.06,8.57,509
11635472,-2.67,-4.66,8.34,509
11636500,-2.26,-4.09,8.73,509
11637527,0.35,-3.68,9.27,509
11638554,-0.51,-3.27,9.04,509
11639581,0.05,-3.79,8.53,509
11640608,-2.82,-4.09,8.57,509
11641635,-2.19,-4.06,8.18,509
11642669,-2.75,-4.17,8.65,509
11643696,-2.52,-4.36,8.34,509
11644723,-2.56,-4.39,8.61,509
11645751,-2.60,-4.17,8.61,509
11646778,-2.56,-4.36,8.61,509
11647805,-2.41,-4.06,8.42,509
11648832,-2.45,-4.13,8.49,509
11649859,-2.45,-4.32,8.65,509
11650886,-2.37,-4.39,8.73,509
11651913,-2.41,-4.28,8.30,509
11652941,-2.64,-4.13,8.42,509
11653968,-2.45,-4.36,8.53,509
11654995,-2.52,-4.47,8.46,509
11656035,-2.67,-4.39,8.57,509
11657062,-2.64,-4.36,8.34,509
11658089,-2.75,-4.32,8.61,509
11659122,-2.56,-4.54,8.61,509
11660149,-2.52,-4.36,8.46,509
11661176,-2.41,-4.17,8.53,509
11662203,-2.52,-4.24,8.65,509
11663232,-2.41,-4.13,8.73,509
11664259,-2.75,-3.94,8.30,509
11665286,-2.45,-4.36,9.04,509
11666313,-0.88,-3.91,8.69,509
11667340,-4.02,-3.30,9.00,509
11668367,-6.00,-4.88,10.16,509
11669394,-5.55,-2.37,10.27,509
11670422,0.43,-3.49,9.69,509
11671460,-0.39,0.19,13.72,509
11672488,-3.98,-2.74,8.18,510
11673516,-4.17,-3.53,9.38,509
11674543,-2.08,-3.68,6.02,509
11675570,-2.93,-3.53,9.04,510
11676603,-2.64,-4.47,8.18,509
11677630,-3.53,-3.00,8.53,510
11678657,-3.79,-5.60,8.53,510
11679684,-3.87,-4.99,7.91,509
11680711,-3.76,-3.83,7.57,510
11681738,-3.20,-4.99,6.87,510
11682766,-2.93,-6.23,9.07,509
11683793,-5.51,-2.48,9.69,509
11684820,-3.05,-2.63,8.03,510
11685848,-3.16,-4.66,8.03,509
11686875,-3.35,-0.94,7.99,510
11687902,-4.92,-3.57,10.35,509
11688929,-3.46,-4.73,10.00,509
11689956,-3.12,-4.51,8.69,510
11690983,-3.31,-1.91,9.46,510
11692011,-4.43,-3.30,9.93,510
11693044,-4.35,-2.89,8.49,510
11694071,-4.43,-0.94,5.98,510
11695098,-2.19,-4.51,6.25,510
11696125,-4.50,-3.27,9.31,510
11697153,-5.25,-2.74,9.62,510
11698180,-4.84,-0.98,9.19,509
11699207,-3.01,-5.33,8.88,510
11700235,-3.79,-2.70,11.20,509
11701277,-2.71,-3.08,7.76,509
11702304,-3.01,-1.91,8.26,509
11703343,-3.50,-2.33,10.00,509
11704370,-4.50,1.05,8.53,509
11705397,-2.04,-2.93,10.27,509
11706424,-5.03,-0.34,9.27,510
11707452,-2.15,-7.66,13.37,510
11708479,-3.72,-2.52,10.62,510
11709506,-5.36,-3.72,14.11,510
11710539,-4.84,-0.82,9.54,510
11711566,-3.83,0.41,7.33,509
11712593,-4.58,-0.98,10.82,509
11713620,-7.19,-1.99,10.89,509
11714649,-1.22,-4.13,9.50,509
11715676,-2.52,0.53,10.62,509
11716703,-3.76,-4.99,11.16,510
11717730,-3.12,-2.44,8.38,509
11718757,-2.79,-5.82,9.15,509
11719784,-0.24,-2.18,8.34,510
11720812,-4.09,-3.87,10.78,510
11721839,-2.82,-5.03,6.75,509
11722866,-3.35,-0.26,9.58,509
11723893,-3.42,-1.43,7.45,509
11724920,-3.20,-3.60,8.65,509
11725947,-2.67,-2.85,9.11,509
11726981,-5.81,-1.35,10.93,509
11728008,-2.49,-5.67,6.06,509
11729048,-2.19,-1.88,8.96,510
11730075,-2.37,-1.20,4.97,509
11731102,-5.66,-0.94,7.72,510
11732129,-1.89,-3.68,9.62,509
11733156,-3.68,-4.13,9.93,509
11734183,-3.08,-5.03,9.81,510
11735211,-5.66,-5.48,7.88,510
11736238,-3.12,-3.83,7.29,510
11737265,-3.61,-4.73,7.84,510
11738292,-3.35,-4.66,7.64,509
11739319,-3.16,-4.96,7.84,509
11740347,-3.46,-4.28,8.11,510
11741374,-3.64,-4.69,8.18,510
11742401,-3.31,-4.36,8.11,509
11743434,-3.42,-4.39,7.95,509
11744461,-3.46,-4.39,7.80,509
11745488,-3.42,-4.62,8.03,509
11746515,-2.45,-4.13,9.15,510
11747543,-0.13,0.53,1.26,510
11748570,-0.92,-3.04,8.53,510
11749597,-0.77,-0.19,9.69,509
11750625,-2.19,9.17,7.10,509
11751652,-1.63,9.17,6.06,509
11752679,-1.22,8.00,5.79,509
11753706,-1.07,8.19,5.63,509
11754733,-1.14,8.23,5.63,510
11755772,-1.14,8.27,5.44,509
11756800,-1.18,8.38,5.59,509
11757827,-1.29,8.42,5.86,510
11758854,-1.14,8.19,5.59,510
11759881,-1.18,8.23,5.63,510
11760914,-1.10,7.97,5.36,509
11761941,-1.07,8.30,5.28,509
11762968,-2.19,7.55,5.55,509
11763995,-1.10,-0.71,7.72,510
11765022,0.17,6.24,8.73,510
11766049,2.67,-3.87,14.69,509
11767076,1.85,-3.42,8.49,509
11768103,-1.44,-6.16,15.38,509
11769131,16.76,-9.58,13.56,510
11770158,1.36,-1.65,6.29,509
11771185,4.99,0.26,3.50,509
11772212,1.25,-0.11,3.97,509
11773240,0.62,-1.35,4.43,510
11774267,2.63,-1.20,5.01,509
11775294,4.43,-4.73,8.30,509
11776321,1.18,-1.69,16.35,509
11777348,1.55,-0.75,14.49,509
11778397,5.88,2.71,11.20,509
11779435,5.44,1.09,7.45,509
11780462,7.15,2.67,6.98,509
11781489,5.81,6.43,6.68,509
11782516,2.30,6.58,5.17,509
11783543,8.35,7.59,1.72,509
11784570,3.38,-0.45,6.79,509
11785597,3.23,1.84,-8.84,509
11786625,4.61,1.47,-5.75,509
11787652,22.96,14.77,-5.98,509
11788680,5.51,3.34,-7.61,509
11789707,6.74,5.04,-4.86,509
11790734,6.93,5.04,-4.32,509
11791761,7.08,5.22,-4.32,509
11792788,7.19,4.96,-4.59,509
11793815,7.23,5.11,-4.39,509
11794842,7.23,5.04,-4.32,509
11795875,7.19,5.04,-4.28,509
11796902,7.19,5.00,-4.28,509
11797929,7.23,4.96,-4.32,509
11798957,7.19,5.04,-4.28,509
11799984,7.23,5.04,-4.28,509
11801011,7.23,5.00,-4.32,509
11802038,7.23,4.96,-4.32,509
11803077,7.27,4.96,-4.28,509
11804104,7.19,4.96,-4.28,509
11805131,7.19,4.96,-4.28,509
11806158,7.23,5.04,-4.32,509
11807185,7.19,5.00,-4.32,509
11808212,7.19,5.04,-4.28,509
11809240,7.19,5.04,-4.35,509
11810267,7.19,5.00,-4.32,509
11811294,7.23,5.04,-4.24,509
11812321,7.23,5.11,-4.51,509
11813354,7.23,4.96,-4.28,509
11814381,7.19,5.00,-4.28,509
11815408,7.23,5.00,-4.28,509
11816435,7.23,5.00,-4.32,509
11817463,7.19,5.04,-3.93,509
11818490,7.19,5.00,-4.32,509
11819517,7.23,5.00,-4.28,509
11820545,7.19,5.04,-4.32,509
11821572,7.19,5.00,-4.24,509
11822599,7.23,5.04,-4.32,509
11823626,7.23,4.96,-4.24,509
11824653,7.23,5.00,-4.16,509
11825680,7.27,5.00,-4.24,509
11826707,7.19,5.00,-4.32,509
11827734,7.19,4.96,-4.32,509
11828761,7.19,5.00,-4.28,509
11829788,7.23,5.00,-4.35,509
11830821,7.23,5.00,-4.32,509
11831848,7.23,5.00,-4.24,509
11832876,7.27,5.04,-4.28,509
11833903,7.23,5.00,-4.28,509
11834930,7.23,5.00,-4.32,509
11835957,7.19,5.07,-4.39,509
11836984,7.23,5.07,-4.28,509
11838011,7.23,4.96,-4.32,509
11839038,7.19,5.00,-4.28,509
11840077,7.19,5.04,-4.32,509
11841104,7.23,5.00,-4.32,509
11842131,7.19,5.04,-4.28,509
11843159,7.23,5.04,-4.32,509
11844186,7.23,4.81,-4.24,509
11845213,7.23,5.07,-4.24,509
11846240,7.23,5.00,-4.24,509
11847267,7.19,5.04,-4.32,509
11848294,7.23,5.00,-4.32,509
11849327,7.23,5.04,-4.24,509
11850354,7.19,5.04,-4.28,510
11851381,7.23,4.96,-4.32,509
11852408,7.19,5.00,-4.24,509
11853435,7.23,5.00,-4.32,509
11854462,7.19,5.04,-4.35,509
11855505,7.19,4.96,-4.32,510
11856544,7.23,5.00,-4.32,510
11857571,7.23,5.04,-4.28,509
11858598,7.23,5.00,-4.32,509
11859625,7.27,4.96,-4.28,509
11860653,7.23,5.00,-4.32,509
11861680,7.23,5.00,-4.28,509
11862707,7.23,5.00,-4.28,509
11863734,7.23,5.00,-4.24,509
11864761,7.23,5.00,-4.20,509
11865788,7.19,5.04,-4.35,509
11866821,7.23,5.04,-4.24,509
11867848,7.19,5.00,-4.28,509
11868875,7.23,4.96,-4.28,509
11869902,7.27,5.00,-4.28,509
11870929,7.19,5.00,-4.28,509
11871956,7.23,4.96,-4.24,509
11872984,7.23,5.04,-4.32,509
11874011,7.19,4.96,-4.28,509
11875038,7.19,5.04,-4.32,509
11876065,7.19,5.00,-4.28,509
11877105,7.27,5.00,-4.32,509
11878132,7.23,5.04,-4.28,509
11879159,7.23,4.96,-4.16,509
11880186,7.27,5.00,-4.28,509
11881213,7.19,4.96,-4.28,509
11882241,7.23,4.96,-4.35,509
11883268,7.27,4.96,-4.28,509
11884301,7.23,5.11,-4.28,509
11885328,7.15,4.92,-4.16,509
11886355,7.30,4.89,-4.20,509
11887382,7.12,4.89,-4.28,509
11888409,7.34,5.11,-4.08,509
11889436,7.30,5.00,-4.04,509
11890463,7.75,5.04,-4.24,509
11891490,7.27,4.89,-4.12,509
11892517,7.08,5.37,-4.16,509
11893544,7.19,5.00,-4.20,509
11894572,7.34,5.00,-4.16,509
11895599,7.15,4.89,-4.04,509
11896625,7.15,5.00,-4.08,509
11897652,7.38,4.89,-4.16,509
11898679,7.27,4.92,-4.04,509
11899706,6.82,4.96,-4.32,509
11900733,7.15,4.73,-4.16,509
11901767,7.19,5.37,-4.51,509
11902793,7.19,5.22,-4.04,509
11903820,7.30,4.70,-4.20,509
11904847,7.42,5.26,-4.32,509
11905874,7.30,4.96,-4.39,509
11906902,7.45,5.04,-4.16,509
11907929,7.15,5.22,-4.08,509
11908956,7.23,4.73,-4.16,509
11909983,7.23,5.15,-4.04,509
11911010,7.23,4.92,-4.12,509
11912037,7.15,5.07,-3.93,509
11913064,7.19,4.89,-4.16,509
11914091,7.30,5.34,-4.12,509
11915118,7.34,5.00,-4.24,509
11916145,7.19,4.77,-4.12,509
11917172,7.45,5.00,-4.16,509
11918199,7.45,4.81,-4.04,509
11919234,7.08,5.15,-4.24,509
11920260,7.30,4.89,-4.12,509
11921287,7.34,5.22,-4.16,509
11922314,7.12,4.92,-4.28,509
11923341,7.42,5.04,-4.12,509
11924380,7.27,5.07,-4.24,509
11925407,7.00,5.19,-4.28,509
11926434,7.30,5.00,-4.16,509
11927461,7.34,4.77,-4.12,509
11928488,7.38,4.96,-4.20,509
11929516,7.23,4.89,-4.16,509
11930543,7.08,5.15,-4.24,509
