time (ms)' NMEA_SENTENCE
8266'$GPRMC,235950.800,V,,,,,0.00,0.00,050180,,,N*41
9198'$GPGGA,235951.800,,,,,0,0,,,M,,M,,*49
9260'$GPRMC,235951.800,V,,,,,0.00,0.00,050180,,,N*40
10190'$GPGGA,235952.800,,,,,0,0,,,M,,M,,*4A
10251'$GPRMC,235952.800,V,,,,,0.00,0.00,050180,,,N*43
11188'$GPGGA,235953.800,,,,,0,0,,,M,,M,,*4B
11249'$GPRMC,235953.800,V,,,,,0.00,0.00,050180,,,N*42
12187'$GPGGA,235954.800,,,,,0,0,,,M,,M,,*4C
12248'$GPRMC,235954.800,V,,,,,0.00,0.00,050180,,,N*45
13186'$GPGGA,235955.800,,,,,0,0,,,M,,M,,*4D
13251'$GPRMC,235955.800,V,,,,,0.00,0.00,050180,,,N*44
14183'$GPGGA,235956.800,,,,,0,0,,,M,,M,,*4E
14242'$GPRMC,235956.800,V,,,,,0.00,0.00,050180,,,N*47
15191'$GPGGA,235957.800,,,,,0,0,,,M,,M,,*4F
15250'$GPRMC,235957.800,V,,,,,0.00,0.00,050180,,,N*46
15869'$GPGGA,235958.472,,,,,0,0,,,M,,M,,*49
15929'$GPRMC,235958.472,V,,,,,0.00,0.00,050180,,,N*40
16858'$GPGGA,235959.472,,,,,0,0,,,M,,M,,*48
16917'$GPRMC,235959.472,V,,,,,0.00,0.00,050180,,,N*41
17859'$GPGGA,152720.092,,,,,0,0,,,M,,M,,*40
17920'$GPRMC,152720.092,V,,,,,0.00,0.00,090180,,,N*45
18857'$GPGGA,152721.092,,,,,0,0,,,M,,M,,*41
time (ms)' NMEA_SENTENCE
983'$GPGGA,152724.092,,,,,0,0,,,M,,M,,*44
1038'$GPRMC,152724.092,V,,,,,0.00,0.00,090180,,,N*41
1979'$GPGGA,152725.092,,,,,0,0,,,M,,M,,*45
2038'$GPRMC,152725.092,V,,,,,0.00,0.00,090180,,,N*40
2988'$GPGGA,152726.092,,,,,0,0,,,M,,M,,*46
3047'$GPRMC,152726.092,V,,,,,0.00,0.00,090180,,,N*43
3977'$GPGGA,152727.092,,,,,0,0,,,M,,M,,*47
4036'$GPRMC,152727.092,V,,,,,0.00,0.00,090180,,,N*42
4976'$GPGGA,152728.092,,,,,0,0,,,M,,M,,*48
5035'$GPRMC,152728.092,V,,,,,0.00,0.00,090180,,,N*4D
5974'$GPGGA,152729.092,,,,,0,0,,,M,,M,,*49
6032'$GPRMC,152729.092,V,,,,,0.00,0.00,090180,,,N*4C
6974'$GPGGA,152730.087,,,,,0,0,,,M,,M,,*45
7033'$GPRMC,152730.087,V,,,,,0.00,0.00,090180,,,N*40
7193'$GPGGA,152730.308,,,,,0,0,,,M,,M,,*41
7252'$GPRMC,152730.308,V,,,,,0.00,0.00,090180,,,N*44
8183'$GPGGA,152731.308,,,,,0,0,,,M,,M,,*40
8243'$GPRMC,152731.308,V,,,,,0.00,0.00,090180,,,N*45
