Time,Latidude,D,Longitude,D,Altitude,U
152825.086,3921.5444,N,11234.5661,W,1404.5,M
152827.000,3921.5438,N,11234.5656,W,1408.1,M
152828.000,3921.5434,N,11234.5657,W,1410.7,M
152829.000,3921.5434,N,11234.5656,W,1411.7,M
152830.000,3921.5431,N,11234.5657,W,1413.7,M
152831.000,3921.5427,N,11234.5654,W,1415.1,M
152832.000,3921.5421,N,11234.5649,W,1417.0,M
152833.000,3921.5416,N,11234.5647,W,1418.7,M
152834.000,3921.5411,N,11234.5645,W,1420.2,M
152835.000,3921.5406,N,11234.5643,W,1422.3,M
152836.000,3921.5400,N,11234.5641,W,1424.2,M
152837.000,3921.5396,N,11234.5638,W,1425.8,M
152838.000,3921.5392,N,11234.5637,W,1427.4,M
152839.000,3921.5387,N,11234.5635,W,1429.1,M
152840.000,3921.5383,N,11234.5633,W,1430.4,M
152841.000,3921.5379,N,11234.5630,W,1432.1,M
152842.000,3921.5376,N,11234.5628,W,1433.4,M
152843.000,3921.5375,N,11234.5627,W,1434.2,M
152844.000,3921.5374,N,11234.5627,W,1434.8,M
152845.000,3921.5374,N,11234.5627,W,1435.1,M
152846.000,3921.5373,N,11234.5628,W,1435.3,M
152847.000,3921.5373,N,11234.5629,W,1435.0,M
152848.000,3921.5374,N,11234.5631,W,1434.7,M
152849.000,3921.5376,N,11234.5633,W,1434.2,M
152850.000,3921.5379,N,11234.5634,W,1433.8,M
152851.000,3921.5381,N,11234.5636,W,1433.0,M
152852.000,3921.5382,N,11234.5638,W,1432.1,M
152853.000,3921.5384,N,11234.5639,W,1431.0,M
152854.000,3921.5385,N,11234.5640,W,1430.1,M
152855.000,3921.5386,N,11234.5642,W,1429.4,M
152856.000,3921.5388,N,11234.5643,W,1428.8,M
152857.000,3921.5389,N,11234.5643,W,1428.1,M
152858.000,3921.5391,N,11234.5644,W,1427.3,M
152859.000,3921.5391,N,11234.5644,W,1427.3,M
152900.000,3921.5391,N,11234.5644,W,1427.3,M
152901.000,3921.5391,N,11234.5644,W,1427.2,M
152902.000,3921.5391,N,11234.5644,W,1427.2,M
152903.000,3921.5391,N,11234.5644,W,1427.2,M
152904.000,3921.5391,N,11234.5644,W,1427.2,M
152905.000,3921.5391,N,11234.5644,W,1427.2,M
152906.000,3921.5391,N,11234.5644,W,1427.2,M
152907.000,3921.5391,N,11234.5644,W,1427.2,M
152908.000,3921.5391,N,11234.5644,W,1427.2,M
152909.000,3921.5392,N,11234.5644,W,1427.1,M
152910.000,3921.5392,N,11234.5644,W,1427.1,M
152911.000,3921.5392,N,11234.5644,W,1427.1,M
152912.000,3921.5392,N,11234.5644,W,1427.1,M
152913.000,3921.5392,N,11234.5644,W,1427.1,M
152914.000,3921.5392,N,11234.5644,W,1427.1,M
152915.000,3921.5392,N,11234.5644,W,1427.1,M
152916.000,3921.5392,N,11234.5644,W,1427.1,M
152917.000,3921.5392,N,11234.5644,W,1427.1,M
152918.000,3921.5392,N,11234.5644,W,1427.1,M
152919.000,3921.5392,N,11234.5644,W,1427.1,M
152920.000,3921.5392,N,11234.5644,W,1427.1,M
152921.000,3921.5392,N,11234.5644,W,1427.2,M
152922.000,3921.5392,N,11234.5644,W,1427.1,M
152923.000,3921.5392,N,11234.5644,W,1427.1,M
152924.000,3921.5392,N,11234.5643,W,1427.1,M
152925.000,3921.5392,N,11234.5643,W,1427.1,M
152926.000,3921.5392,N,11234.5644,W,1427.1,M
152927.000,3921.5392,N,11234.5644,W,1427.1,M
152928.000,3921.5392,N,11234.5644,W,1427.1,M
152929.000,3921.5392,N,11234.5643,W,1427.1,M
152930.000,3921.5392,N,11234.5643,W,1427.1,M
152931.000,3921.5392,N,11234.5643,W,1427.1,M
152932.000,3921.5392,N,11234.5644,W,1427.1,M
152933.000,3921.5392,N,11234.5644,W,1427.1,M
152934.000,3921.5392,N,11234.5643,W,1427.1,M
152935.000,3921.5392,N,11234.5644,W,1427.0,M
152936.000,3921.5392,N,11234.5644,W,1427.0,M
152937.000,3921.5392,N,11234.5644,W,1427.0,M
152938.000,3921.5392,N,11234.5644,W,1427.0,M
152939.000,3921.5392,N,11234.5644,W,1427.0,M
152940.000,3921.5392,N,11234.5644,W,1427.0,M
152941.000,3921.5392,N,11234.5643,W,1426.9,M
152942.000,3921.5392,N,11234.5644,W,1426.9,M
152943.000,3921.5392,N,11234.5643,W,1426.9,M
152944.000,3921.5392,N,11234.5643,W,1426.9,M
152945.000,3921.5392,N,11234.5643,W,1426.9,M
152946.000,3921.5392,N,11234.5643,W,1426.9,M
152947.000,3921.5392,N,11234.5643,W,1426.9,M
152948.000,3921.5392,N,11234.5643,W,1426.9,M
152949.000,3921.5392,N,11234.5643,W,1426.9,M
152950.000,3921.5392,N,11234.5643,W,1426.9,M
152951.000,3921.5392,N,11234.5643,W,1426.9,M
152952.000,3921.5392,N,11234.5643,W,1426.9,M
152953.000,3921.5392,N,11234.5643,W,1426.9,M
152954.000,3921.5392,N,11234.5643,W,1426.9,M
152955.000,3921.5392,N,11234.5643,W,1426.9,M
152956.000,3921.5392,N,11234.5643,W,1426.9,M
152957.000,3921.5392,N,11234.5643,W,1426.9,M
152958.000,3921.5392,N,11234.5643,W,1426.9,M
152959.000,3921.5392,N,11234.5643,W,1426.9,M
153000.000,3921.5392,N,11234.5643,W,1427.0,M
153001.000,3921.5392,N,11234.5643,W,1427.0,M
153002.000,3921.5392,N,11234.5643,W,1427.0,M
153003.000,3921.5392,N,11234.5643,W,1427.0,M
153004.000,3921.5392,N,11234.5643,W,1427.1,M
153005.000,3921.5392,N,11234.5643,W,1427.1,M
153006.000,3921.5391,N,11234.5643,W,1427.1,M
153007.000,3921.5391,N,11234.5643,W,1427.2,M
153008.000,3921.5391,N,11234.5642,W,1427.3,M
153009.000,3921.5391,N,11234.5642,W,1427.4,M
153010.000,3921.5391,N,11234.5641,W,1427.5,M
153011.000,3921.5391,N,11234.5641,W,1427.6,M
153012.000,3921.5391,N,11234.5641,W,1427.6,M
153013.000,3921.5391,N,11234.5641,W,1427.6,M
153014.000,3921.5391,N,11234.5641,W,1427.6,M
153015.000,3921.5391,N,11234.5641,W,1427.7,M
153016.000,3921.5391,N,11234.5641,W,1427.7,M
153017.000,3921.5391,N,11234.5641,W,1427.8,M
153018.000,3921.5391,N,11234.5641,W,1427.7,M
153019.000,3921.5391,N,11234.5641,W,1427.8,M
153020.000,3921.5391,N,11234.5641,W,1427.8,M
153021.000,3921.5391,N,11234.5640,W,1427.8,M
153022.000,3921.5391,N,11234.5641,W,1427.8,M
153023.000,3921.5391,N,11234.5640,W,1427.8,M
153024.000,3921.5391,N,11234.5640,W,1427.8,M
153025.000,3921.5391,N,11234.5640,W,1427.8,M
153026.000,3921.5391,N,11234.5640,W,1427.8,M
153027.000,3921.5391,N,11234.5640,W,1427.8,M
153028.000,3921.5391,N,11234.5640,W,1427.8,M
153029.000,3921.5391,N,11234.5640,W,1427.8,M
153030.000,3921.5391,N,11234.5640,W,1427.8,M
153031.000,3921.5391,N,11234.5640,W,1427.9,M
153032.000,3921.5391,N,11234.5640,W,1427.9,M
153033.000,3921.5391,N,11234.5640,W,1427.9,M
153034.000,3921.5391,N,11234.5640,W,1427.9,M
153035.000,3921.5391,N,11234.5640,W,1427.9,M
153036.000,3921.5391,N,11234.5640,W,1427.9,M
153037.000,3921.5391,N,11234.5640,W,1427.9,M
153038.000,3921.5391,N,11234.5640,W,1427.9,M
153039.000,3921.5391,N,11234.5640,W,1427.9,M
153040.000,3921.5391,N,11234.5639,W,1428.0,M
153041.000,3921.5391,N,11234.5640,W,1428.0,M
153042.000,3921.5391,N,11234.5640,W,1428.0,M
153043.000,3921.5390,N,11234.5640,W,1428.1,M
153044.000,3921.5390,N,11234.5640,W,1428.1,M
153045.000,3921.5390,N,11234.5640,W,1428.2,M
153046.000,3921.5390,N,11234.5640,W,1428.2,M
153047.000,3921.5390,N,11234.5640,W,1428.3,M
153048.000,3921.5390,N,11234.5640,W,1428.3,M
153049.000,3921.5390,N,11234.5640,W,1428.3,M
153050.000,3921.5390,N,11234.5640,W,1428.4,M
153051.000,3921.5390,N,11234.5639,W,1428.4,M
153052.000,3921.5390,N,11234.5639,W,1428.4,M
153053.000,3921.5390,N,11234.5639,W,1428.4,M
153054.000,3921.5390,N,11234.5639,W,1428.5,M
153055.000,3921.5390,N,11234.5639,W,1428.5,M
153056.000,3921.5389,N,11234.5639,W,1428.6,M
153057.000,3921.5389,N,11234.5639,W,1428.6,M
153058.000,3921.5389,N,11234.5639,W,1428.6,M
153059.000,3921.5389,N,11234.5639,W,1428.7,M
153100.000,3921.5389,N,11234.5638,W,1428.8,M
153101.000,3921.5389,N,11234.5639,W,1428.7,M
153102.000,3921.5390,N,11234.5639,W,1428.8,M
153103.000,3921.5390,N,11234.5639,W,1428.8,M
153104.000,3921.5389,N,11234.5641,W,1429.2,M
153105.000,3921.5386,N,11234.5647,W,1430.7,M
153106.000,3921.5383,N,11234.5652,W,1432.4,M
153107.000,3921.5381,N,11234.5656,W,1433.6,M
153108.000,3921.5381,N,11234.5657,W,1434.2,M
153109.000,3921.5382,N,11234.5656,W,1434.2,M
153110.000,3921.5381,N,11234.5654,W,1434.4,M
153111.000,3921.5381,N,11234.5654,W,1434.7,M
153112.000,3921.5381,N,11234.5654,W,1434.8,M
153113.000,3921.5381,N,11234.5654,W,1435.0,M
153114.000,3921.5382,N,11234.5655,W,1435.1,M
153115.000,3921.5382,N,11234.5655,W,1435.3,M
153116.000,3921.5382,N,11234.5655,W,1435.4,M
153117.000,3921.5382,N,11234.5654,W,1435.5,M
153118.000,3921.5383,N,11234.5653,W,1435.7,M
153119.000,3921.5383,N,11234.5652,W,1435.7,M
153120.000,3921.5384,N,11234.5650,W,1435.7,M
153121.000,3921.5383,N,11234.5646,W,1435.8,M
153122.000,3921.5384,N,11234.5647,W,1434.5,M
153123.000,3921.5384,N,11234.5648,W,1433.7,M
153124.000,3921.5384,N,11234.5648,W,1433.5,M
153125.000,3921.5385,N,11234.5648,W,1433.2,M
153126.000,3921.5385,N,11234.5648,W,1433.1,M
153127.000,3921.5386,N,11234.5647,W,1432.7,M
153128.000,3921.5387,N,11234.5646,W,1432.5,M
153129.000,3921.5387,N,11234.5646,W,1432.1,M
153130.000,3921.5388,N,11234.5645,W,1431.8,M
153131.000,3921.5388,N,11234.5645,W,1431.5,M
153132.000,3921.5389,N,11234.5645,W,1431.2,M
153133.000,3921.5389,N,11234.5645,W,1430.9,M
153134.000,3921.5389,N,11234.5644,W,1430.5,M
153135.000,3921.5389,N,11234.5644,W,1430.3,M
153136.000,3921.5390,N,11234.5644,W,1430.0,M
153137.000,3921.5390,N,11234.5643,W,1429.7,M
153138.000,3921.5390,N,11234.5643,W,1429.3,M
153139.000,3921.5391,N,11234.5643,W,1429.0,M
153140.000,3921.5391,N,11234.5643,W,1428.8,M
153141.000,3921.5391,N,11234.5642,W,1428.6,M
153142.000,3921.5391,N,11234.5642,W,1428.3,M
153143.000,3921.5391,N,11234.5642,W,1428.2,M
153144.000,3921.5392,N,11234.5641,W,1428.0,M
153145.000,3921.5392,N,11234.5642,W,1427.8,M
153146.000,3921.5392,N,11234.5642,W,1427.7,M
153147.000,3921.5392,N,11234.5642,W,1427.7,M
153148.000,3921.5392,N,11234.5642,W,1427.7,M
153149.000,3921.5392,N,11234.5642,W,1427.7,M
153150.000,3921.5392,N,11234.5642,W,1427.7,M
153151.000,3921.5392,N,11234.5642,W,1427.7,M
153152.000,3921.5392,N,11234.5642,W,1427.7,M
153153.000,3921.5392,N,11234.5642,W,1427.7,M
153154.000,3921.5392,N,11234.5642,W,1427.7,M
153155.000,3921.5392,N,11234.5642,W,1427.7,M
153156.000,3921.5392,N,11234.5642,W,1427.6,M
153157.000,3921.5392,N,11234.5642,W,1427.6,M
153158.000,3921.5392,N,11234.5642,W,1427.6,M
153159.000,3921.5392,N,11234.5642,W,1427.6,M
153200.000,3921.5392,N,11234.5642,W,1427.6,M
153201.000,3921.5392,N,11234.5642,W,1427.6,M
153202.000,3921.5392,N,11234.5642,W,1427.6,M
153203.000,3921.5392,N,11234.5642,W,1427.6,M
153204.000,3921.5392,N,11234.5642,W,1427.6,M
153205.000,3921.5392,N,11234.5642,W,1427.6,M
153206.000,3921.5392,N,11234.5642,W,1427.6,M
153207.000,3921.5392,N,11234.5642,W,1427.6,M
153208.000,3921.5392,N,11234.5642,W,1427.6,M
153209.000,3921.5392,N,11234.5642,W,1427.6,M
153210.000,3921.5392,N,11234.5642,W,1427.6,M
153211.000,3921.5392,N,11234.5642,W,1427.6,M
153212.000,3921.5392,N,11234.5642,W,1427.6,M
153213.000,3921.5392,N,11234.5642,W,1427.6,M
153214.000,3921.5392,N,11234.5642,W,1427.6,M
153215.000,3921.5392,N,11234.5642,W,1427.6,M
153216.000,3921.5392,N,11234.5642,W,1427.6,M
153217.000,3921.5392,N,11234.5642,W,1427.6,M
153218.000,3921.5392,N,11234.5642,W,1427.6,M
153219.000,3921.5392,N,11234.5642,W,1427.6,M
153220.000,3921.5392,N,11234.5642,W,1427.6,M
153221.000,3921.5392,N,11234.5642,W,1427.6,M
153222.000,3921.5392,N,11234.5642,W,1427.6,M
153223.000,3921.5392,N,11234.5642,W,1427.6,M
153224.000,3921.5392,N,11234.5642,W,1427.6,M
153225.000,3921.5392,N,11234.5642,W,1427.6,M
153226.000,3921.5392,N,11234.5642,W,1427.6,M
153227.000,3921.5392,N,11234.5642,W,1427.6,M
153228.000,3921.5392,N,11234.5642,W,1427.6,M
153229.000,3921.5392,N,11234.5642,W,1427.6,M
153230.000,3921.5392,N,11234.5642,W,1427.6,M
153231.000,3921.5392,N,11234.5642,W,1427.6,M
153232.000,3921.5392,N,11234.5642,W,1427.6,M
153233.000,3921.5392,N,11234.5642,W,1427.6,M
153234.000,3921.5392,N,11234.5642,W,1427.6,M
153235.000,3921.5392,N,11234.5642,W,1427.6,M
153236.000,3921.5392,N,11234.5642,W,1427.6,M
153237.000,3921.5392,N,11234.5642,W,1427.6,M
153238.000,3921.5392,N,11234.5642,W,1427.6,M
153239.000,3921.5393,N,11234.5642,W,1427.6,M
153240.000,3921.5393,N,11234.5642,W,1427.6,M
153241.000,3921.5393,N,11234.5642,W,1427.6,M
153242.000,3921.5393,N,11234.5641,W,1427.6,M
153243.000,3921.5393,N,11234.5641,W,1427.6,M
153244.000,3921.5393,N,11234.5641,W,1427.6,M
153245.000,3921.5393,N,11234.5641,W,1427.6,M
153246.000,3921.5393,N,11234.5641,W,1427.6,M
153247.000,3921.5393,N,11234.5642,W,1427.6,M
153248.000,3921.5393,N,11234.5642,W,1427.6,M
153249.000,3921.5393,N,11234.5642,W,1427.6,M
153250.000,3921.5393,N,11234.5642,W,1427.6,M
153251.000,3921.5393,N,11234.5642,W,1427.6,M
153252.000,3921.5393,N,11234.5642,W,1427.6,M
153253.000,3921.5393,N,11234.5641,W,1427.6,M
153254.000,3921.5393,N,11234.5641,W,1427.6,M
153255.000,3921.5393,N,11234.5641,W,1427.6,M
153256.000,3921.5393,N,11234.5641,W,1427.6,M
153257.000,3921.5393,N,11234.5641,W,1427.6,M
153258.000,3921.5393,N,11234.5641,W,1427.6,M
153259.000,3921.5393,N,11234.5641,W,1427.6,M
153300.000,3921.5393,N,11234.5641,W,1427.6,M
153301.000,3921.5393,N,11234.5641,W,1427.6,M
153302.000,3921.5393,N,11234.5641,W,1427.6,M
153303.000,3921.5393,N,11234.5641,W,1427.6,M
153304.000,3921.5393,N,11234.5641,W,1427.6,M
153305.000,3921.5393,N,11234.5641,W,1427.6,M
153306.000,3921.5393,N,11234.5641,W,1427.6,M
153307.000,3921.5393,N,11234.5641,W,1427.6,M
153308.000,3921.5393,N,11234.5641,W,1427.6,M
153309.000,3921.5393,N,11234.5641,W,1427.7,M
153310.000,3921.5393,N,11234.5641,W,1427.7,M
153311.000,3921.5393,N,11234.5641,W,1427.7,M
153312.000,3921.5393,N,11234.5641,W,1427.7,M
153313.000,3921.5393,N,11234.5641,W,1427.7,M
153314.000,3921.5393,N,11234.5641,W,1427.7,M
153315.000,3921.5393,N,11234.5641,W,1427.7,M
153316.000,3921.5393,N,11234.5641,W,1427.7,M
153317.000,3921.5393,N,11234.5641,W,1427.7,M
153318.000,3921.5393,N,11234.5641,W,1427.7,M
153319.000,3921.5393,N,11234.5641,W,1427.7,M
153320.000,3921.5393,N,11234.5641,W,1427.7,M
153321.000,3921.5393,N,11234.5641,W,1427.7,M
153322.000,3921.5393,N,11234.5641,W,1427.7,M
153323.000,3921.5393,N,11234.5641,W,1427.7,M
153324.000,3921.5393,N,11234.5641,W,1427.7,M
153325.000,3921.5393,N,11234.5641,W,1427.7,M
153326.000,3921.5393,N,11234.5641,W,1427.7,M
153327.000,3921.5393,N,11234.5641,W,1427.7,M
153328.000,3921.5393,N,11234.5641,W,1427.7,M
153329.000,3921.5393,N,11234.5641,W,1427.7,M
153330.000,3921.5393,N,11234.5641,W,1427.7,M
153331.000,3921.5393,N,11234.5641,W,1427.7,M
153332.000,3921.5393,N,11234.5641,W,1427.7,M
153333.000,3921.5393,N,11234.5641,W,1427.7,M
153334.000,3921.5393,N,11234.5641,W,1427.7,M
153335.000,3921.5393,N,11234.5641,W,1427.7,M
153336.000,3921.5393,N,11234.5641,W,1427.7,M
153337.000,3921.5393,N,11234.5641,W,1427.7,M
153338.000,3921.5393,N,11234.5641,W,1427.7,M
153339.000,3921.5393,N,11234.5641,W,1427.7,M
153340.000,3921.5393,N,11234.5641,W,1427.7,M
153341.000,3921.5393,N,11234.5641,W,1427.7,M
153342.000,3921.5393,N,11234.5641,W,1427.7,M
153343.000,3921.5393,N,11234.5641,W,1427.7,M
153344.000,3921.5393,N,11234.5641,W,1427.7,M
153345.000,3921.5393,N,11234.5641,W,1427.7,M
153346.000,3921.5393,N,11234.5641,W,1427.7,M
153347.000,3921.5393,N,11234.5641,W,1427.7,M
153348.000,3921.5393,N,11234.5641,W,1427.7,M
153349.000,3921.5393,N,11234.5641,W,1427.7,M
153350.000,3921.5393,N,11234.5641,W,1427.7,M
153351.000,3921.5393,N,11234.5641,W,1427.7,M
153352.000,3921.5394,N,11234.5641,W,1428.1,M
153353.000,3921.5392,N,11234.5642,W,1428.6,M
153354.000,3921.5391,N,11234.5641,W,1429.0,M
153355.000,3921.5390,N,11234.5641,W,1429.4,M
153356.000,3921.5389,N,11234.5641,W,1429.7,M
153357.000,3921.5389,N,11234.5641,W,1430.0,M
153358.000,3921.5388,N,11234.5641,W,1430.2,M
153359.000,3921.5388,N,11234.5641,W,1430.4,M
153400.000,3921.5388,N,11234.5641,W,1430.5,M
153401.000,3921.5387,N,11234.5641,W,1430.6,M
153402.000,3921.5387,N,11234.5641,W,1430.7,M
153403.000,3921.5387,N,11234.5641,W,1430.8,M
153404.000,3921.5387,N,11234.5641,W,1430.8,M
153405.000,3921.5387,N,11234.5641,W,1430.9,M
153406.000,3921.5387,N,11234.5641,W,1431.0,M
153407.000,3921.5387,N,11234.5641,W,1431.0,M
153408.000,3921.5387,N,11234.5641,W,1431.0,M
153409.000,3921.5387,N,11234.5641,W,1431.0,M
153410.000,3921.5387,N,11234.5641,W,1431.0,M
153411.000,3921.5387,N,11234.5641,W,1431.0,M
153412.000,3921.5387,N,11234.5641,W,1431.0,M
153413.000,3921.5387,N,11234.5641,W,1431.0,M
153414.000,3921.5387,N,11234.5641,W,1430.9,M
153415.000,3921.5387,N,11234.5641,W,1430.9,M
153416.000,3921.5387,N,11234.5641,W,1430.9,M
153417.000,3921.5387,N,11234.5641,W,1430.9,M
153418.000,3921.5387,N,11234.5641,W,1430.9,M
153419.000,3921.5387,N,11234.5641,W,1430.9,M
153420.000,3921.5387,N,11234.5641,W,1430.9,M
153421.000,3921.5387,N,11234.5641,W,1430.9,M
153422.000,3921.5387,N,11234.5641,W,1430.9,M
153423.000,3921.5387,N,11234.5641,W,1430.9,M
153424.000,3921.5387,N,11234.5641,W,1430.9,M
153425.000,3921.5387,N,11234.5641,W,1430.9,M
153426.000,3921.5387,N,11234.5641,W,1430.9,M
153427.000,3921.5387,N,11234.5641,W,1430.9,M
153428.000,3921.5387,N,11234.5641,W,1430.9,M
153429.000,3921.5387,N,11234.5641,W,1430.9,M
153430.000,3921.5387,N,11234.5641,W,1430.9,M
153431.000,3921.5387,N,11234.5641,W,1430.9,M
153432.000,3921.5387,N,11234.5641,W,1430.9,M
153433.000,3921.5387,N,11234.5641,W,1430.9,M
153434.000,3921.5387,N,11234.5641,W,1430.9,M
153435.000,3921.5387,N,11234.5641,W,1430.9,M
153436.000,3921.5387,N,11234.5641,W,1430.9,M
153437.000,3921.5388,N,11234.5641,W,1430.9,M
153438.000,3921.5388,N,11234.5641,W,1430.9,M
153439.000,3921.5388,N,11234.5641,W,1430.9,M
153440.000,3921.5388,N,11234.5641,W,1430.9,M
153441.000,3921.5388,N,11234.5641,W,1430.9,M
153442.000,3921.5388,N,11234.5641,W,1430.9,M
153443.000,3921.5388,N,11234.5641,W,1430.9,M
153444.000,3921.5388,N,11234.5641,W,1430.9,M
153445.000,3921.5388,N,11234.5641,W,1430.9,M
153446.000,3921.5388,N,11234.5641,W,1430.9,M
153447.000,3921.5388,N,11234.5641,W,1430.9,M
153448.000,3921.5388,N,11234.5641,W,1430.9,M
153449.000,3921.5388,N,11234.5641,W,1430.9,M
153450.000,3921.5388,N,11234.5641,W,1430.9,M
153451.000,3921.5388,N,11234.5641,W,1430.9,M
153452.000,3921.5388,N,11234.5641,W,1430.9,M
153453.000,3921.5388,N,11234.5641,W,1430.9,M
153454.000,3921.5388,N,11234.5641,W,1430.9,M
153455.000,3921.5388,N,11234.5641,W,1430.9,M
153456.000,3921.5388,N,11234.5641,W,1430.9,M
153457.000,3921.5388,N,11234.5641,W,1430.9,M
153458.000,3921.5388,N,11234.5641,W,1430.9,M
153459.000,3921.5388,N,11234.5641,W,1430.9,M
153500.000,3921.5388,N,11234.5641,W,1430.9,M
153501.000,3921.5388,N,11234.5641,W,1430.9,M
153502.000,3921.5388,N,11234.5641,W,1430.9,M
153503.000,3921.5388,N,11234.5641,W,1430.9,M
153504.000,3921.5388,N,11234.5641,W,1430.9,M
153505.000,3921.5388,N,11234.5641,W,1430.9,M
153506.000,3921.5388,N,11234.5641,W,1430.8,M
153507.000,3921.5388,N,11234.5641,W,1430.8,M
153508.000,3921.5388,N,11234.5641,W,1430.8,M
153509.000,3921.5388,N,11234.5641,W,1430.8,M
153510.000,3921.5388,N,11234.5641,W,1430.8,M
153511.000,3921.5388,N,11234.5641,W,1430.8,M
153512.000,3921.5388,N,11234.5641,W,1430.8,M
153513.000,3921.5388,N,11234.5641,W,1430.8,M
153514.000,3921.5388,N,11234.5641,W,1430.9,M
153515.000,3921.5388,N,11234.5640,W,1430.9,M
153516.000,3921.5388,N,11234.5640,W,1430.9,M
153517.000,3921.5388,N,11234.5640,W,1430.9,M
153518.000,3921.5388,N,11234.5640,W,1430.8,M
153519.000,3921.5388,N,11234.5640,W,1430.8,M
153520.000,3921.5388,N,11234.5640,W,1430.8,M
153521.000,3921.5388,N,11234.5640,W,1430.8,M
153522.000,3921.5388,N,11234.5640,W,1430.9,M
153523.000,3921.5388,N,11234.5640,W,1430.9,M
153524.000,3921.5388,N,11234.5640,W,1430.8,M
153525.000,3921.5388,N,11234.5640,W,1430.8,M
153526.000,3921.5388,N,11234.5640,W,1430.8,M
153527.000,3921.5388,N,11234.5640,W,1430.8,M
153528.000,3921.5388,N,11234.5640,W,1430.8,M
153529.000,3921.5388,N,11234.5640,W,1430.8,M
153530.000,3921.5388,N,11234.5640,W,1430.8,M
153531.000,3921.5388,N,11234.5640,W,1430.8,M
153532.000,3921.5388,N,11234.5640,W,1430.8,M
153533.000,3921.5388,N,11234.5640,W,1430.8,M
153534.000,3921.5389,N,11234.5640,W,1430.8,M
153535.000,3921.5389,N,11234.5640,W,1430.8,M
153536.000,3921.5389,N,11234.5640,W,1430.8,M
153537.000,3921.5389,N,11234.5640,W,1430.8,M
153538.000,3921.5389,N,11234.5640,W,1430.8,M
153539.000,3921.5389,N,11234.5640,W,1430.8,M
153540.000,3921.5389,N,11234.5640,W,1430.8,M
153541.000,3921.5389,N,11234.5640,W,1430.8,M
153542.000,3921.5389,N,11234.5640,W,1430.8,M
153543.000,3921.5389,N,11234.5640,W,1430.8,M
153544.000,3921.5389,N,11234.5640,W,1430.8,M
153545.000,3921.5389,N,11234.5640,W,1430.8,M
153546.000,3921.5389,N,11234.5640,W,1430.8,M
153547.000,3921.5389,N,11234.5640,W,1430.8,M
153548.000,3921.5389,N,11234.5640,W,1430.8,M
153549.000,3921.5389,N,11234.5640,W,1430.8,M
153550.000,3921.5389,N,11234.5640,W,1430.8,M
153551.000,3921.5389,N,11234.5640,W,1430.8,M
153552.000,3921.5389,N,11234.5640,W,1430.8,M
153553.000,3921.5389,N,11234.5640,W,1430.8,M
153554.000,3921.5389,N,11234.5640,W,1430.8,M
153555.000,3921.5389,N,11234.5640,W,1430.8,M
153556.000,3921.5389,N,11234.5639,W,1430.8,M
153557.000,3921.5389,N,11234.5639,W,1430.8,M
153558.000,3921.5389,N,11234.5639,W,1430.8,M
153559.000,3921.5389,N,11234.5639,W,1430.8,M
153600.000,3921.5389,N,11234.5639,W,1430.8,M
153601.000,3921.5389,N,11234.5639,W,1430.8,M
153602.000,3921.5389,N,11234.5639,W,1430.8,M
153603.000,3921.5389,N,11234.5639,W,1430.8,M
153604.000,3921.5389,N,11234.5639,W,1430.8,M
153605.000,3921.5389,N,11234.5639,W,1430.8,M
153606.000,3921.5389,N,11234.5639,W,1430.8,M
153607.000,3921.5389,N,11234.5639,W,1430.8,M
153608.000,3921.5389,N,11234.5639,W,1430.7,M
153609.000,3921.5389,N,11234.5639,W,1430.7,M
153610.000,3921.5389,N,11234.5639,W,1430.7,M
153611.000,3921.5389,N,11234.5639,W,1430.7,M
153612.000,3921.5389,N,11234.5639,W,1430.7,M
153613.000,3921.5389,N,11234.5639,W,1430.7,M
153614.000,3921.5389,N,11234.5639,W,1430.7,M
153615.000,3921.5389,N,11234.5639,W,1430.7,M
153616.000,3921.5389,N,11234.5639,W,1430.7,M
153617.000,3921.5389,N,11234.5639,W,1430.7,M
153618.000,3921.5389,N,11234.5639,W,1430.7,M
153619.000,3921.5389,N,11234.5639,W,1430.7,M
153620.000,3921.5389,N,11234.5639,W,1430.7,M
153621.000,3921.5389,N,11234.5639,W,1430.7,M
153622.000,3921.5389,N,11234.5639,W,1430.7,M
153623.000,3921.5389,N,11234.5639,W,1430.7,M
153624.000,3921.5389,N,11234.5639,W,1430.7,M
153625.000,3921.5389,N,11234.5639,W,1430.7,M
153626.000,3921.5390,N,11234.5639,W,1430.7,M
153627.000,3921.5390,N,11234.5639,W,1430.7,M
153628.000,3921.5390,N,11234.5639,W,1430.7,M
153629.000,3921.5390,N,11234.5639,W,1430.7,M
153630.000,3921.5390,N,11234.5639,W,1430.7,M
153631.000,3921.5390,N,11234.5639,W,1430.7,M
153632.000,3921.5390,N,11234.5639,W,1430.7,M
153633.000,3921.5390,N,11234.5639,W,1430.7,M
153634.000,3921.5390,N,11234.5639,W,1430.7,M
153635.000,3921.5390,N,11234.5639,W,1430.7,M
153636.000,3921.5390,N,11234.5639,W,1430.7,M
153637.000,3921.5390,N,11234.5639,W,1430.7,M
153638.000,3921.5390,N,11234.5639,W,1430.7,M
153639.000,3921.5390,N,11234.5639,W,1430.7,M
153640.000,3921.5390,N,11234.5639,W,1430.7,M
153641.000,3921.5390,N,11234.5639,W,1430.7,M
153642.000,3921.5390,N,11234.5639,W,1430.7,M
153643.000,3921.5390,N,11234.5639,W,1430.7,M
153644.000,3921.5390,N,11234.5639,W,1430.7,M
